/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_37_973.jpg,,,0,0,0,1.496799E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_044.jpg,,,0,0,0,2.292909E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_112.jpg,,,0,0,0,5.79453E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_181.jpg,,,0,0,0,1.350642E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_270.jpg,,,0,0,0,1.27399E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_345.jpg,,,0,0,0,9.048887E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_413.jpg,,,0,0,0,5.194513E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_480.jpg,,,0,0,0,1.647499E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_568.jpg,,,0,0,0,1.380975E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_646.jpg,,,0,0,0,2.305769E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_737.jpg,,,0,0,0,1.530148E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_810.jpg,,,0,0,0,1.523725E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_881.jpg,,,0,0,0,8.035834E-07
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_38_971.jpg,,,0,0,0,1.577015E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_39_577.jpg,,,0,0,0,2.780632E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_39_649.jpg,,,0,0,0,2.554183E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_39_721.jpg,,,0,0,0,4.064116E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_39_804.jpg,,,0,0,0,1.517376E-05
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_39_880.jpg,,,0,0,0,9.21075E-07
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_43_681.jpg,,,0,0,0,3.003689E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_43_769.jpg,,,0,0,0,1.471291E-06
/Users/R.Savage/Downloads/IMG/center_2017_01_28_14_21_43_836.jpg,,,0,0,0,1.008579E-05
